ANIO,TIPO_UNIV,NIVEL_ACADEM,OF_ACADEM,DISCIP_OCDE,DISCIP_ESPECIF,TIPO_ALUMNO,VALOR
2014,Privado,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,124
2014,Privado,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,1475
2014,Privado,Grado,Otros,Ciencias Agrícolas,Veterinaria,EGRESADOS,119
2014,Privado,Grado,Otros,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,2134
2014,Privado,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,2
2014,Privado,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,26
2014,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,30
2014,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,92
2014,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,EGRESADOS,2
2014,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,53
2014,Privado,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,111
2014,Privado,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,1105
2014,Pública,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,1646
2014,Pública,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,29972
2014,Pública,Grado,Otros,Ciencias Agrícolas,Veterinaria,EGRESADOS,985
2014,Pública,Grado,Otros,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,21850
2014,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,51
2014,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,499
2014,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Veterinaria,EGRESADOS,38
2014,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,320
2014,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,56
2014,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,490
2014,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,EGRESADOS,95
2014,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,885
2014,Pública,Posgrado,Maestría,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,74
2014,Pública,Posgrado,Maestría,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,992
2014,Pública,Posgrado,Maestría,Ciencias Agrícolas,Veterinaria,EGRESADOS,28
2014,Pública,Posgrado,Maestría,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,288
2014,Pública,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,255
2014,Pública,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,4621
2014,Pública,Pregrado,Otros,Ciencias Agrícolas,Veterinaria,EGRESADOS,1
2014,Pública,Pregrado,Otros,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,7
2015,Privado,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,146
2015,Privado,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,1535
2015,Privado,Grado,Otros,Ciencias Agrícolas,Veterinaria,EGRESADOS,107
2015,Privado,Grado,Otros,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,2380
2015,Privado,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,1
2015,Privado,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,10
2015,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,16
2015,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,78
2015,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,EGRESADOS,2
2015,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,80
2015,Privado,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,188
2015,Privado,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,907
2015,Pública,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,1541
2015,Pública,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,28439
2015,Pública,Grado,Otros,Ciencias Agrícolas,Veterinaria,EGRESADOS,866
2015,Pública,Grado,Otros,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,21836
2015,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,59
2015,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,617
2015,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Veterinaria,EGRESADOS,39
2015,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,319
2015,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,44
2015,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,618
2015,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,EGRESADOS,183
2015,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,653
2015,Pública,Posgrado,Maestría,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,69
2015,Pública,Posgrado,Maestría,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,1009
2015,Pública,Posgrado,Maestría,Ciencias Agrícolas,Veterinaria,EGRESADOS,10
2015,Pública,Posgrado,Maestría,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,244
2015,Pública,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,235
2015,Pública,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,4377
2015,Pública,Pregrado,Otros,Ciencias Agrícolas,Veterinaria,EGRESADOS,45
2015,Pública,Pregrado,Otros,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,4
2016,Privado,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,124
2016,Privado,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,1375
2016,Privado,Grado,Otros,Ciencias Agrícolas,Veterinaria,EGRESADOS,135
2016,Privado,Grado,Otros,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,2322
2016,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,29
2016,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,81
2016,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,EGRESADOS,3
2016,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,61
2016,Privado,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,119
2016,Privado,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,528
2016,Pública,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,1636
2016,Pública,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,27251
2016,Pública,Grado,Otros,Ciencias Agrícolas,Veterinaria,EGRESADOS,906
2016,Pública,Grado,Otros,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,22460
2016,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,69
2016,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,736
2016,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Veterinaria,EGRESADOS,48
2016,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,395
2016,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,99
2016,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,540
2016,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,EGRESADOS,111
2016,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,724
2016,Pública,Posgrado,Maestría,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,132
2016,Pública,Posgrado,Maestría,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,1073
2016,Pública,Posgrado,Maestría,Ciencias Agrícolas,Veterinaria,EGRESADOS,24
2016,Pública,Posgrado,Maestría,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,252
2016,Pública,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,145
2016,Pública,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,3499
2017,Privado,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,112
2017,Privado,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,1024
2017,Privado,Grado,Otros,Ciencias Agrícolas,Veterinaria,EGRESADOS,133
2017,Privado,Grado,Otros,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,2303
2017,Privado,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,3
2017,Privado,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,14
2017,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,25
2017,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,99
2017,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,EGRESADOS,12
2017,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,83
2017,Privado,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,95
2017,Privado,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,490
2017,Pública,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,1419
2017,Pública,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,26911
2017,Pública,Grado,Otros,Ciencias Agrícolas,Veterinaria,EGRESADOS,862
2017,Pública,Grado,Otros,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,23265
2017,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,70
2017,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,653
2017,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Veterinaria,EGRESADOS,44
2017,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,379
2017,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,63
2017,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,489
2017,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,EGRESADOS,145
2017,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,531
2017,Pública,Posgrado,Maestría,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,100
2017,Pública,Posgrado,Maestría,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,1102
2017,Pública,Posgrado,Maestría,Ciencias Agrícolas,Veterinaria,EGRESADOS,24
2017,Pública,Posgrado,Maestría,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,239
2017,Pública,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,206
2017,Pública,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,3757
2018,Privado,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,143
2018,Privado,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,1287
2018,Privado,Grado,Otros,Ciencias Agrícolas,Veterinaria,EGRESADOS,138
2018,Privado,Grado,Otros,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,2420
2018,Privado,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,0
2018,Privado,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,12
2018,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,37
2018,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,103
2018,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,EGRESADOS,7
2018,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,37
2018,Privado,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,96
2018,Privado,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,553
2018,Pública,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,1585
2018,Pública,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,26357
2018,Pública,Grado,Otros,Ciencias Agrícolas,Veterinaria,EGRESADOS,850
2018,Pública,Grado,Otros,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,23360
2018,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,76
2018,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,698
2018,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Veterinaria,EGRESADOS,46
2018,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,414
2018,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,83
2018,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,529
2018,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,EGRESADOS,147
2018,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,737
2018,Pública,Posgrado,Maestría,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,77
2018,Pública,Posgrado,Maestría,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,858
2018,Pública,Posgrado,Maestría,Ciencias Agrícolas,Veterinaria,EGRESADOS,18
2018,Pública,Posgrado,Maestría,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,156
2018,Pública,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,160
2018,Pública,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,3664
2019,Privado,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,142
2019,Privado,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,1197
2019,Privado,Grado,Otros,Ciencias Agrícolas,Veterinaria,EGRESADOS,148
2019,Privado,Grado,Otros,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,2155
2019,Privado,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,2
2019,Privado,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,10
2019,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,23
2019,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,103
2019,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,EGRESADOS,6
2019,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,26
2019,Privado,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,102
2019,Privado,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,543
2019,Pública,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,1298
2019,Pública,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,26036
2019,Pública,Grado,Otros,Ciencias Agrícolas,Veterinaria,EGRESADOS,901
2019,Pública,Grado,Otros,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,23663
2019,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,45
2019,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,589
2019,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Veterinaria,EGRESADOS,42
2019,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,368
2019,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,65
2019,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,558
2019,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,EGRESADOS,141
2019,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,712
2019,Pública,Posgrado,Maestría,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,73
2019,Pública,Posgrado,Maestría,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,931
2019,Pública,Posgrado,Maestría,Ciencias Agrícolas,Veterinaria,EGRESADOS,20
2019,Pública,Posgrado,Maestría,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,233
2019,Pública,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,194
2019,Pública,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,3804
2020,Privado,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,105
2020,Privado,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,1261
2020,Privado,Grado,Otros,Ciencias Agrícolas,Veterinaria,EGRESADOS,137
2020,Privado,Grado,Otros,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,2410
2020,Privado,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,3
2020,Privado,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,11
2020,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,18
2020,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,93
2020,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,EGRESADOS,9
2020,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,23
2020,Privado,Posgrado,Maestría,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,2
2020,Privado,Posgrado,Maestría,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,14
2020,Privado,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,91
2020,Privado,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,575
2020,Pública,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,956
2020,Pública,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,26792
2020,Pública,Grado,Otros,Ciencias Agrícolas,Veterinaria,EGRESADOS,445
2020,Pública,Grado,Otros,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,24800
2020,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,55
2020,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,693
2020,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Veterinaria,EGRESADOS,19
2020,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,424
2020,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,77
2020,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,584
2020,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,EGRESADOS,44
2020,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,631
2020,Pública,Posgrado,Maestría,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,61
2020,Pública,Posgrado,Maestría,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,970
2020,Pública,Posgrado,Maestría,Ciencias Agrícolas,Veterinaria,EGRESADOS,6
2020,Pública,Posgrado,Maestría,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,214
2020,Pública,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,159
2020,Pública,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,5854
2020,Pública,Pregrado,Otros,Ciencias Agrícolas,Veterinaria,EGRESADOS,27
2020,Pública,Pregrado,Otros,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,0
2021,Privado,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,141
2021,Privado,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,1190
2021,Privado,Grado,Otros,Ciencias Agrícolas,Veterinaria,EGRESADOS,125
2021,Privado,Grado,Otros,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,2318
2021,Privado,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,1
2021,Privado,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,18
2021,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,42
2021,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,129
2021,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,EGRESADOS,1
2021,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,1
2021,Privado,Posgrado,Maestría,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,2
2021,Privado,Posgrado,Maestría,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,16
2021,Privado,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,95
2021,Privado,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,562
2021,Pública,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,1050
2021,Pública,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,27063
2021,Pública,Grado,Otros,Ciencias Agrícolas,Veterinaria,EGRESADOS,617
2021,Pública,Grado,Otros,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,26569
2021,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,93
2021,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,743
2021,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Veterinaria,EGRESADOS,40
2021,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,393
2021,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,73
2021,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,542
2021,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,EGRESADOS,131
2021,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,674
2021,Pública,Posgrado,Maestría,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,106
2021,Pública,Posgrado,Maestría,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,955
2021,Pública,Posgrado,Maestría,Ciencias Agrícolas,Veterinaria,EGRESADOS,32
2021,Pública,Posgrado,Maestría,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,232
2021,Pública,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,149
2021,Pública,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,5490
2022,Privado,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,99
2022,Privado,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,1263
2022,Privado,Grado,Otros,Ciencias Agrícolas,Veterinaria,EGRESADOS,132
2022,Privado,Grado,Otros,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,2826
2022,Privado,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,0
2022,Privado,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,17
2022,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,35
2022,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,117
2022,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,EGRESADOS,5
2022,Privado,Posgrado,Especialidad,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,51
2022,Privado,Posgrado,Maestría,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,0
2022,Privado,Posgrado,Maestría,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,4
2022,Privado,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,100
2022,Privado,Pregrado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,592
2022,Pública,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,962
2022,Pública,Grado,Otros,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,28894
2022,Pública,Grado,Otros,Ciencias Agrícolas,Veterinaria,EGRESADOS,858
2022,Pública,Grado,Otros,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,27364
2022,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,78
2022,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Ciencias Agropecuarias,ESTUDIANTES,760
2022,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Veterinaria,EGRESADOS,39
2022,Pública,Posgrado,Doctorado,Ciencias Agrícolas,Veterinaria,ESTUDIANTES,410
2022,Pública,Posgrado,Especialidad,Ciencias Agrícolas,Ciencias Agropecuarias,EGRESADOS,79
