ANIO,TIPO_UNIV,NIVEL_ACADEM,OF_ACADEM,DISCIP_OCDE,DISCIP_ESPECIF,TIPO_ALUMNO,VALOR
2018,Privado,Posgrado,Especialidad,Ciencias Médicas,Bioquímica y Farmacia,EGRESADOS,36
2018,Privado,Posgrado,Especialidad,Ciencias Médicas,Bioquímica y Farmacia,ESTUDIANTES,253
2018,Privado,Posgrado,Especialidad,Ciencias Médicas,Medicina,EGRESADOS,1118
2018,Privado,Posgrado,Especialidad,Ciencias Médicas,Medicina,ESTUDIANTES,3621
2018,Privado,Posgrado,Especialidad,Ciencias Médicas,Odontología,EGRESADOS,270
2018,Privado,Posgrado,Especialidad,Ciencias Médicas,Odontología,ESTUDIANTES,911
2018,Privado,Posgrado,Especialidad,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,EGRESADOS,135
2018,Privado,Posgrado,Especialidad,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,ESTUDIANTES,941
2018,Privado,Posgrado,Especialidad,Ciencias Médicas,Salud Pública,EGRESADOS,5
2018,Privado,Posgrado,Especialidad,Ciencias Médicas,Salud Pública,ESTUDIANTES,27
2018,Privado,Posgrado,Especialidad,Ciencias Médicas,Sanidad,EGRESADOS,25
2018,Privado,Posgrado,Especialidad,Ciencias Médicas,Sanidad,ESTUDIANTES,50
2018,Privado,Posgrado,Maestría,Ciencias Médicas,Bioquímica y Farmacia,EGRESADOS,0
2018,Privado,Posgrado,Maestría,Ciencias Médicas,Bioquímica y Farmacia,ESTUDIANTES,18
2018,Privado,Posgrado,Maestría,Ciencias Médicas,Medicina,EGRESADOS,201
2018,Privado,Posgrado,Maestría,Ciencias Médicas,Medicina,ESTUDIANTES,1164
2018,Privado,Posgrado,Maestría,Ciencias Médicas,Odontología,EGRESADOS,14
2018,Privado,Posgrado,Maestría,Ciencias Médicas,Odontología,ESTUDIANTES,14
2018,Privado,Posgrado,Maestría,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,EGRESADOS,47
2018,Privado,Posgrado,Maestría,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,ESTUDIANTES,390
2018,Privado,Posgrado,Maestría,Ciencias Médicas,Salud Pública,EGRESADOS,4
2018,Privado,Posgrado,Maestría,Ciencias Médicas,Salud Pública,ESTUDIANTES,81
2018,Privado,Posgrado,Maestría,Ciencias Médicas,Sanidad,EGRESADOS,6
2018,Privado,Posgrado,Maestría,Ciencias Médicas,Sanidad,ESTUDIANTES,78
2018,Privado,Pregrado,Otros,Ciencias Médicas,Bioquímica y Farmacia,EGRESADOS,11
2018,Privado,Pregrado,Otros,Ciencias Médicas,Bioquímica y Farmacia,ESTUDIANTES,19
2018,Privado,Pregrado,Otros,Ciencias Médicas,Medicina,EGRESADOS,0
2018,Privado,Pregrado,Otros,Ciencias Médicas,Medicina,ESTUDIANTES,4
2018,Privado,Pregrado,Otros,Ciencias Médicas,Odontología,EGRESADOS,65
2018,Privado,Pregrado,Otros,Ciencias Médicas,Odontología,ESTUDIANTES,203
2018,Privado,Pregrado,Otros,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,EGRESADOS,352
2018,Privado,Pregrado,Otros,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,ESTUDIANTES,1989
2018,Privado,Pregrado,Otros,Ciencias Médicas,Salud Pública,EGRESADOS,16
2018,Privado,Pregrado,Otros,Ciencias Médicas,Salud Pública,ESTUDIANTES,68
2018,Pública,Grado,Otros,Ciencias Médicas,Bioquímica y Farmacia,EGRESADOS,1155
2018,Pública,Grado,Otros,Ciencias Médicas,Bioquímica y Farmacia,ESTUDIANTES,23256
2018,Pública,Grado,Otros,Ciencias Médicas,Medicina,EGRESADOS,3665
2018,Pública,Grado,Otros,Ciencias Médicas,Medicina,ESTUDIANTES,82549
2018,Pública,Grado,Otros,Ciencias Médicas,Odontología,EGRESADOS,1087
2018,Pública,Grado,Otros,Ciencias Médicas,Odontología,ESTUDIANTES,16693
2018,Pública,Grado,Otros,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,EGRESADOS,4068
2018,Pública,Grado,Otros,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,ESTUDIANTES,115998
2018,Pública,Grado,Otros,Ciencias Médicas,Sanidad,EGRESADOS,131
2018,Pública,Grado,Otros,Ciencias Médicas,Sanidad,ESTUDIANTES,4229
2018,Pública,Posgrado,Doctorado,Ciencias Médicas,Bioquímica y Farmacia,EGRESADOS,79
2018,Pública,Posgrado,Doctorado,Ciencias Médicas,Bioquímica y Farmacia,ESTUDIANTES,568
2018,Pública,Posgrado,Doctorado,Ciencias Médicas,Medicina,EGRESADOS,54
2018,Pública,Posgrado,Doctorado,Ciencias Médicas,Medicina,ESTUDIANTES,604
2018,Pública,Posgrado,Doctorado,Ciencias Médicas,Odontología,EGRESADOS,27
2018,Pública,Posgrado,Doctorado,Ciencias Médicas,Odontología,ESTUDIANTES,240
2018,Pública,Posgrado,Doctorado,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,EGRESADOS,0
2018,Pública,Posgrado,Doctorado,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,ESTUDIANTES,58
2018,Pública,Posgrado,Doctorado,Ciencias Médicas,Salud Pública,EGRESADOS,10
2018,Pública,Posgrado,Doctorado,Ciencias Médicas,Salud Pública,ESTUDIANTES,190
2018,Pública,Posgrado,Especialidad,Ciencias Médicas,Bioquímica y Farmacia,EGRESADOS,199
2018,Pública,Posgrado,Especialidad,Ciencias Médicas,Bioquímica y Farmacia,ESTUDIANTES,1268
2018,Pública,Posgrado,Especialidad,Ciencias Médicas,Medicina,EGRESADOS,2616
2018,Pública,Posgrado,Especialidad,Ciencias Médicas,Medicina,ESTUDIANTES,8801
2018,Pública,Posgrado,Especialidad,Ciencias Médicas,Odontología,EGRESADOS,336
2018,Pública,Posgrado,Especialidad,Ciencias Médicas,Odontología,ESTUDIANTES,2042
2018,Pública,Posgrado,Especialidad,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,EGRESADOS,60
2018,Pública,Posgrado,Especialidad,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,ESTUDIANTES,333
2018,Pública,Posgrado,Especialidad,Ciencias Médicas,Salud Pública,EGRESADOS,15
2018,Pública,Posgrado,Especialidad,Ciencias Médicas,Salud Pública,ESTUDIANTES,120
2018,Pública,Posgrado,Especialidad,Ciencias Médicas,Sanidad,EGRESADOS,3
2018,Pública,Posgrado,Especialidad,Ciencias Médicas,Sanidad,ESTUDIANTES,92
2018,Pública,Posgrado,Maestría,Ciencias Médicas,Bioquímica y Farmacia,EGRESADOS,0
2018,Pública,Posgrado,Maestría,Ciencias Médicas,Bioquímica y Farmacia,ESTUDIANTES,13
2018,Pública,Posgrado,Maestría,Ciencias Médicas,Medicina,EGRESADOS,33
2018,Pública,Posgrado,Maestría,Ciencias Médicas,Medicina,ESTUDIANTES,967
2018,Pública,Posgrado,Maestría,Ciencias Médicas,Odontología,EGRESADOS,1
2018,Pública,Posgrado,Maestría,Ciencias Médicas,Odontología,ESTUDIANTES,109
2018,Pública,Posgrado,Maestría,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,EGRESADOS,3
2018,Pública,Posgrado,Maestría,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,ESTUDIANTES,177
2018,Pública,Posgrado,Maestría,Ciencias Médicas,Salud Pública,EGRESADOS,49
2018,Pública,Posgrado,Maestría,Ciencias Médicas,Salud Pública,ESTUDIANTES,1309
2018,Pública,Pregrado,Otros,Ciencias Médicas,Bioquímica y Farmacia,EGRESADOS,163
2018,Pública,Pregrado,Otros,Ciencias Médicas,Bioquímica y Farmacia,ESTUDIANTES,2926
2018,Pública,Pregrado,Otros,Ciencias Médicas,Medicina,EGRESADOS,32
2018,Pública,Pregrado,Otros,Ciencias Médicas,Medicina,ESTUDIANTES,901
2018,Pública,Pregrado,Otros,Ciencias Médicas,Odontología,EGRESADOS,20
2018,Pública,Pregrado,Otros,Ciencias Médicas,Odontología,ESTUDIANTES,159
2018,Pública,Pregrado,Otros,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,EGRESADOS,1142
2018,Pública,Pregrado,Otros,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,ESTUDIANTES,13987
2018,Pública,Pregrado,Otros,Ciencias Médicas,Sanidad,EGRESADOS,86
2018,Pública,Pregrado,Otros,Ciencias Médicas,Sanidad,ESTUDIANTES,1037
2019,Privado,Grado,Otros,Ciencias Médicas,Bioquímica y Farmacia,EGRESADOS,272
2019,Privado,Grado,Otros,Ciencias Médicas,Bioquímica y Farmacia,ESTUDIANTES,3072
2019,Privado,Grado,Otros,Ciencias Médicas,Medicina,EGRESADOS,1501
2019,Privado,Grado,Otros,Ciencias Médicas,Medicina,ESTUDIANTES,18656
2019,Privado,Grado,Otros,Ciencias Médicas,Odontología,EGRESADOS,153
2019,Privado,Grado,Otros,Ciencias Médicas,Odontología,ESTUDIANTES,1772
2019,Privado,Grado,Otros,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,EGRESADOS,4020
2019,Privado,Grado,Otros,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,ESTUDIANTES,46560
2019,Privado,Posgrado,Doctorado,Ciencias Médicas,Bioquímica y Farmacia,EGRESADOS,2
2019,Privado,Posgrado,Doctorado,Ciencias Médicas,Bioquímica y Farmacia,ESTUDIANTES,15
2019,Privado,Posgrado,Doctorado,Ciencias Médicas,Medicina,EGRESADOS,23
2019,Privado,Posgrado,Doctorado,Ciencias Médicas,Medicina,ESTUDIANTES,625
2019,Privado,Posgrado,Doctorado,Ciencias Médicas,Odontología,EGRESADOS,0
2019,Privado,Posgrado,Doctorado,Ciencias Médicas,Odontología,ESTUDIANTES,10
2019,Privado,Posgrado,Doctorado,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,EGRESADOS,0
2019,Privado,Posgrado,Doctorado,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,ESTUDIANTES,75
2019,Privado,Posgrado,Doctorado,Ciencias Médicas,Salud Pública,EGRESADOS,8
2019,Privado,Posgrado,Doctorado,Ciencias Médicas,Salud Pública,ESTUDIANTES,154
2019,Privado,Posgrado,Especialidad,Ciencias Médicas,Bioquímica y Farmacia,EGRESADOS,44
2019,Privado,Posgrado,Especialidad,Ciencias Médicas,Bioquímica y Farmacia,ESTUDIANTES,235
2019,Privado,Posgrado,Especialidad,Ciencias Médicas,Medicina,EGRESADOS,770
2019,Privado,Posgrado,Especialidad,Ciencias Médicas,Medicina,ESTUDIANTES,3127
2019,Privado,Posgrado,Especialidad,Ciencias Médicas,Odontología,EGRESADOS,250
2019,Privado,Posgrado,Especialidad,Ciencias Médicas,Odontología,ESTUDIANTES,1071
2019,Privado,Posgrado,Especialidad,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,EGRESADOS,171
2019,Privado,Posgrado,Especialidad,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,ESTUDIANTES,984
2019,Privado,Posgrado,Especialidad,Ciencias Médicas,Salud Pública,EGRESADOS,6
2019,Privado,Posgrado,Especialidad,Ciencias Médicas,Salud Pública,ESTUDIANTES,36
2019,Privado,Posgrado,Especialidad,Ciencias Médicas,Sanidad,EGRESADOS,19
2019,Privado,Posgrado,Especialidad,Ciencias Médicas,Sanidad,ESTUDIANTES,29
2019,Privado,Posgrado,Maestría,Ciencias Médicas,Bioquímica y Farmacia,EGRESADOS,0
2019,Privado,Posgrado,Maestría,Ciencias Médicas,Bioquímica y Farmacia,ESTUDIANTES,18
2019,Privado,Posgrado,Maestría,Ciencias Médicas,Medicina,EGRESADOS,74
2019,Privado,Posgrado,Maestría,Ciencias Médicas,Medicina,ESTUDIANTES,1208
2019,Privado,Posgrado,Maestría,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,EGRESADOS,18
2019,Privado,Posgrado,Maestría,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,ESTUDIANTES,552
2019,Privado,Posgrado,Maestría,Ciencias Médicas,Salud Pública,EGRESADOS,2
2019,Privado,Posgrado,Maestría,Ciencias Médicas,Salud Pública,ESTUDIANTES,86
2019,Privado,Posgrado,Maestría,Ciencias Médicas,Sanidad,EGRESADOS,7
2019,Privado,Posgrado,Maestría,Ciencias Médicas,Sanidad,ESTUDIANTES,129
2019,Privado,Pregrado,Otros,Ciencias Médicas,Bioquímica y Farmacia,EGRESADOS,5
2019,Privado,Pregrado,Otros,Ciencias Médicas,Bioquímica y Farmacia,ESTUDIANTES,24
2019,Privado,Pregrado,Otros,Ciencias Médicas,Medicina,EGRESADOS,0
2019,Privado,Pregrado,Otros,Ciencias Médicas,Medicina,ESTUDIANTES,11
2019,Privado,Pregrado,Otros,Ciencias Médicas,Odontología,EGRESADOS,56
2019,Privado,Pregrado,Otros,Ciencias Médicas,Odontología,ESTUDIANTES,152
2019,Privado,Pregrado,Otros,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,EGRESADOS,313
2019,Privado,Pregrado,Otros,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,ESTUDIANTES,2424
2019,Privado,Pregrado,Otros,Ciencias Médicas,Salud Pública,EGRESADOS,15
2019,Privado,Pregrado,Otros,Ciencias Médicas,Salud Pública,ESTUDIANTES,74
2019,Pública,Grado,Otros,Ciencias Médicas,Bioquímica y Farmacia,EGRESADOS,931
2019,Pública,Grado,Otros,Ciencias Médicas,Bioquímica y Farmacia,ESTUDIANTES,23696
2019,Pública,Grado,Otros,Ciencias Médicas,Medicina,EGRESADOS,3637
2019,Pública,Grado,Otros,Ciencias Médicas,Medicina,ESTUDIANTES,90443
2019,Pública,Grado,Otros,Ciencias Médicas,Odontología,EGRESADOS,1162
2019,Pública,Grado,Otros,Ciencias Médicas,Odontología,ESTUDIANTES,17626
2019,Pública,Grado,Otros,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,EGRESADOS,4621
2019,Pública,Grado,Otros,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,ESTUDIANTES,133589
2019,Pública,Grado,Otros,Ciencias Médicas,Sanidad,EGRESADOS,257
2019,Pública,Grado,Otros,Ciencias Médicas,Sanidad,ESTUDIANTES,5213
2019,Pública,Posgrado,Doctorado,Ciencias Médicas,Bioquímica y Farmacia,EGRESADOS,108
2019,Pública,Posgrado,Doctorado,Ciencias Médicas,Bioquímica y Farmacia,ESTUDIANTES,698
2019,Pública,Posgrado,Doctorado,Ciencias Médicas,Medicina,EGRESADOS,58
2019,Pública,Posgrado,Doctorado,Ciencias Médicas,Medicina,ESTUDIANTES,540
2019,Pública,Posgrado,Doctorado,Ciencias Médicas,Odontología,EGRESADOS,17
2019,Pública,Posgrado,Doctorado,Ciencias Médicas,Odontología,ESTUDIANTES,162
2019,Pública,Posgrado,Doctorado,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,EGRESADOS,0
2019,Pública,Posgrado,Doctorado,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,ESTUDIANTES,58
2019,Pública,Posgrado,Doctorado,Ciencias Médicas,Salud Pública,EGRESADOS,5
2019,Pública,Posgrado,Doctorado,Ciencias Médicas,Salud Pública,ESTUDIANTES,202
2019,Pública,Posgrado,Especialidad,Ciencias Médicas,Bioquímica y Farmacia,EGRESADOS,45
2019,Pública,Posgrado,Especialidad,Ciencias Médicas,Bioquímica y Farmacia,ESTUDIANTES,1301
2019,Pública,Posgrado,Especialidad,Ciencias Médicas,Medicina,EGRESADOS,2431
2019,Pública,Posgrado,Especialidad,Ciencias Médicas,Medicina,ESTUDIANTES,9732
2019,Pública,Posgrado,Especialidad,Ciencias Médicas,Odontología,EGRESADOS,364
2019,Pública,Posgrado,Especialidad,Ciencias Médicas,Odontología,ESTUDIANTES,1413
2019,Pública,Posgrado,Especialidad,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,EGRESADOS,78
2019,Pública,Posgrado,Especialidad,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,ESTUDIANTES,270
2019,Pública,Posgrado,Especialidad,Ciencias Médicas,Salud Pública,EGRESADOS,24
2019,Pública,Posgrado,Especialidad,Ciencias Médicas,Salud Pública,ESTUDIANTES,305
2019,Pública,Posgrado,Maestría,Ciencias Médicas,Medicina,EGRESADOS,57
2019,Pública,Posgrado,Maestría,Ciencias Médicas,Medicina,ESTUDIANTES,672
2019,Pública,Posgrado,Maestría,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,EGRESADOS,7
2019,Pública,Posgrado,Maestría,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,ESTUDIANTES,244
2019,Pública,Posgrado,Maestría,Ciencias Médicas,Salud Pública,EGRESADOS,42
2019,Pública,Posgrado,Maestría,Ciencias Médicas,Salud Pública,ESTUDIANTES,967
2019,Pública,Pregrado,Otros,Ciencias Médicas,Bioquímica y Farmacia,EGRESADOS,203
2019,Pública,Pregrado,Otros,Ciencias Médicas,Bioquímica y Farmacia,ESTUDIANTES,3516
2019,Pública,Pregrado,Otros,Ciencias Médicas,Medicina,EGRESADOS,56
2019,Pública,Pregrado,Otros,Ciencias Médicas,Medicina,ESTUDIANTES,1068
2019,Pública,Pregrado,Otros,Ciencias Médicas,Odontología,EGRESADOS,17
2019,Pública,Pregrado,Otros,Ciencias Médicas,Odontología,ESTUDIANTES,116
2019,Pública,Pregrado,Otros,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,EGRESADOS,800
2019,Pública,Pregrado,Otros,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,ESTUDIANTES,17040
2019,Pública,Pregrado,Otros,Ciencias Médicas,Sanidad,EGRESADOS,43
2019,Pública,Pregrado,Otros,Ciencias Médicas,Sanidad,ESTUDIANTES,69
2020,Privado,Grado,Otros,Ciencias Médicas,Bioquímica y Farmacia,EGRESADOS,223
2020,Privado,Grado,Otros,Ciencias Médicas,Bioquímica y Farmacia,ESTUDIANTES,3220
2020,Privado,Grado,Otros,Ciencias Médicas,Medicina,EGRESADOS,1063
2020,Privado,Grado,Otros,Ciencias Médicas,Medicina,ESTUDIANTES,20438
2020,Privado,Grado,Otros,Ciencias Médicas,Odontología,EGRESADOS,120
2020,Privado,Grado,Otros,Ciencias Médicas,Odontología,ESTUDIANTES,1866
2020,Privado,Grado,Otros,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,EGRESADOS,3483
2020,Privado,Grado,Otros,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,ESTUDIANTES,52340
2020,Privado,Grado,Otros,Ciencias Médicas,Sanidad,EGRESADOS,0
2020,Privado,Grado,Otros,Ciencias Médicas,Sanidad,ESTUDIANTES,48
2020,Privado,Posgrado,Doctorado,Ciencias Médicas,Bioquímica y Farmacia,EGRESADOS,6
2020,Privado,Posgrado,Doctorado,Ciencias Médicas,Bioquímica y Farmacia,ESTUDIANTES,10
2020,Privado,Posgrado,Doctorado,Ciencias Médicas,Medicina,EGRESADOS,17
2020,Privado,Posgrado,Doctorado,Ciencias Médicas,Medicina,ESTUDIANTES,743
2020,Privado,Posgrado,Doctorado,Ciencias Médicas,Odontología,EGRESADOS,0
2020,Privado,Posgrado,Doctorado,Ciencias Médicas,Odontología,ESTUDIANTES,10
2020,Privado,Posgrado,Doctorado,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,EGRESADOS,1
2020,Privado,Posgrado,Doctorado,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,ESTUDIANTES,87
2020,Privado,Posgrado,Doctorado,Ciencias Médicas,Salud Pública,EGRESADOS,11
2020,Privado,Posgrado,Doctorado,Ciencias Médicas,Salud Pública,ESTUDIANTES,257
2020,Privado,Posgrado,Especialidad,Ciencias Médicas,Bioquímica y Farmacia,EGRESADOS,34
2020,Privado,Posgrado,Especialidad,Ciencias Médicas,Bioquímica y Farmacia,ESTUDIANTES,259
2020,Privado,Posgrado,Especialidad,Ciencias Médicas,Medicina,EGRESADOS,527
2020,Privado,Posgrado,Especialidad,Ciencias Médicas,Medicina,ESTUDIANTES,3459
2020,Privado,Posgrado,Especialidad,Ciencias Médicas,Odontología,EGRESADOS,207
2020,Privado,Posgrado,Especialidad,Ciencias Médicas,Odontología,ESTUDIANTES,1145
2020,Privado,Posgrado,Especialidad,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,EGRESADOS,113
2020,Privado,Posgrado,Especialidad,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,ESTUDIANTES,1032
2020,Privado,Posgrado,Especialidad,Ciencias Médicas,Salud Pública,EGRESADOS,11
2020,Privado,Posgrado,Especialidad,Ciencias Médicas,Salud Pública,ESTUDIANTES,45
2020,Privado,Posgrado,Especialidad,Ciencias Médicas,Sanidad,EGRESADOS,15
2020,Privado,Posgrado,Especialidad,Ciencias Médicas,Sanidad,ESTUDIANTES,57
2020,Privado,Posgrado,Maestría,Ciencias Médicas,Bioquímica y Farmacia,EGRESADOS,0
2020,Privado,Posgrado,Maestría,Ciencias Médicas,Bioquímica y Farmacia,ESTUDIANTES,25
2020,Privado,Posgrado,Maestría,Ciencias Médicas,Medicina,EGRESADOS,114
2020,Privado,Posgrado,Maestría,Ciencias Médicas,Medicina,ESTUDIANTES,1342
2020,Privado,Posgrado,Maestría,Ciencias Médicas,Odontología,EGRESADOS,0
2020,Privado,Posgrado,Maestría,Ciencias Médicas,Odontología,ESTUDIANTES,13
2020,Privado,Posgrado,Maestría,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,EGRESADOS,15
2020,Privado,Posgrado,Maestría,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,ESTUDIANTES,650
2020,Privado,Posgrado,Maestría,Ciencias Médicas,Salud Pública,EGRESADOS,0
2020,Privado,Posgrado,Maestría,Ciencias Médicas,Salud Pública,ESTUDIANTES,69
2020,Privado,Posgrado,Maestría,Ciencias Médicas,Sanidad,EGRESADOS,8
2020,Privado,Posgrado,Maestría,Ciencias Médicas,Sanidad,ESTUDIANTES,93
2020,Privado,Pregrado,Otros,Ciencias Médicas,Bioquímica y Farmacia,EGRESADOS,13
2020,Privado,Pregrado,Otros,Ciencias Médicas,Bioquímica y Farmacia,ESTUDIANTES,27
2020,Privado,Pregrado,Otros,Ciencias Médicas,Medicina,EGRESADOS,1
2020,Privado,Pregrado,Otros,Ciencias Médicas,Medicina,ESTUDIANTES,17
2020,Privado,Pregrado,Otros,Ciencias Médicas,Odontología,EGRESADOS,2
2020,Privado,Pregrado,Otros,Ciencias Médicas,Odontología,ESTUDIANTES,132
2020,Privado,Pregrado,Otros,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,EGRESADOS,1211
2020,Privado,Pregrado,Otros,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,ESTUDIANTES,4494
2020,Privado,Pregrado,Otros,Ciencias Médicas,Salud Pública,EGRESADOS,10
2020,Privado,Pregrado,Otros,Ciencias Médicas,Salud Pública,ESTUDIANTES,77
2020,Pública,Grado,Otros,Ciencias Médicas,Bioquímica y Farmacia,EGRESADOS,697
2020,Pública,Grado,Otros,Ciencias Médicas,Bioquímica y Farmacia,ESTUDIANTES,25380
2020,Pública,Grado,Otros,Ciencias Médicas,Medicina,EGRESADOS,1882
2020,Pública,Grado,Otros,Ciencias Médicas,Medicina,ESTUDIANTES,106727
2020,Pública,Grado,Otros,Ciencias Médicas,Odontología,EGRESADOS,561
2020,Pública,Grado,Otros,Ciencias Médicas,Odontología,ESTUDIANTES,17393
2020,Pública,Grado,Otros,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,EGRESADOS,3754
2020,Pública,Grado,Otros,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,ESTUDIANTES,161154
2020,Pública,Grado,Otros,Ciencias Médicas,Salud Pública,EGRESADOS,0
2020,Pública,Grado,Otros,Ciencias Médicas,Salud Pública,ESTUDIANTES,41
2020,Pública,Grado,Otros,Ciencias Médicas,Sanidad,EGRESADOS,187
2020,Pública,Grado,Otros,Ciencias Médicas,Sanidad,ESTUDIANTES,5156
2020,Pública,Posgrado,Doctorado,Ciencias Médicas,Bioquímica y Farmacia,EGRESADOS,90
2020,Pública,Posgrado,Doctorado,Ciencias Médicas,Bioquímica y Farmacia,ESTUDIANTES,681
2020,Pública,Posgrado,Doctorado,Ciencias Médicas,Medicina,EGRESADOS,25
2020,Pública,Posgrado,Doctorado,Ciencias Médicas,Medicina,ESTUDIANTES,249
2020,Pública,Posgrado,Doctorado,Ciencias Médicas,Odontología,EGRESADOS,44
2020,Pública,Posgrado,Doctorado,Ciencias Médicas,Odontología,ESTUDIANTES,202
2020,Pública,Posgrado,Doctorado,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,EGRESADOS,0
2020,Pública,Posgrado,Doctorado,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,ESTUDIANTES,63
2020,Pública,Posgrado,Doctorado,Ciencias Médicas,Salud Pública,EGRESADOS,16
2020,Pública,Posgrado,Doctorado,Ciencias Médicas,Salud Pública,ESTUDIANTES,196
2020,Pública,Posgrado,Especialidad,Ciencias Médicas,Bioquímica y Farmacia,EGRESADOS,41
2020,Pública,Posgrado,Especialidad,Ciencias Médicas,Bioquímica y Farmacia,ESTUDIANTES,1301
2020,Pública,Posgrado,Especialidad,Ciencias Médicas,Medicina,EGRESADOS,1595
2020,Pública,Posgrado,Especialidad,Ciencias Médicas,Medicina,ESTUDIANTES,7339
2020,Pública,Posgrado,Especialidad,Ciencias Médicas,Odontología,EGRESADOS,361
2020,Pública,Posgrado,Especialidad,Ciencias Médicas,Odontología,ESTUDIANTES,1996
2020,Pública,Posgrado,Especialidad,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,EGRESADOS,59
2020,Pública,Posgrado,Especialidad,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,ESTUDIANTES,705
2020,Pública,Posgrado,Especialidad,Ciencias Médicas,Salud Pública,EGRESADOS,62
2020,Pública,Posgrado,Especialidad,Ciencias Médicas,Salud Pública,ESTUDIANTES,324
2020,Pública,Posgrado,Especialidad,Ciencias Médicas,Sanidad,EGRESADOS,10
2020,Pública,Posgrado,Especialidad,Ciencias Médicas,Sanidad,ESTUDIANTES,100
2020,Pública,Posgrado,Maestría,Ciencias Médicas,Bioquímica y Farmacia,EGRESADOS,0
2020,Pública,Posgrado,Maestría,Ciencias Médicas,Bioquímica y Farmacia,ESTUDIANTES,40
2020,Pública,Posgrado,Maestría,Ciencias Médicas,Medicina,EGRESADOS,36
2020,Pública,Posgrado,Maestría,Ciencias Médicas,Medicina,ESTUDIANTES,856
2020,Pública,Posgrado,Maestría,Ciencias Médicas,Odontología,EGRESADOS,4
2020,Pública,Posgrado,Maestría,Ciencias Médicas,Odontología,ESTUDIANTES,100
2020,Pública,Posgrado,Maestría,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,EGRESADOS,0
2020,Pública,Posgrado,Maestría,Ciencias Médicas,Paramédicas y Auxiliares de la Medicina,ESTUDIANTES,217
2020,Pública,Posgrado,Maestría,Ciencias Médicas,Salud Pública,EGRESADOS,76
2020,Pública,Posgrado,Maestría,Ciencias Médicas,Salud Pública,ESTUDIANTES,1484
2020,Pública,Pregrado,Otros,Ciencias Médicas,Bioquímica y Farmacia,EGRESADOS,808
2020,Pública,Pregrado,Otros,Ciencias Médicas,Bioquímica y Farmacia,ESTUDIANTES,3908
2020,Pública,Pregrado,Otros,Ciencias Médicas,Medicina,EGRESADOS,657
2020,Pública,Pregrado,Otros,Ciencias Médicas,Medicina,ESTUDIANTES,1439
2020,Pública,Pregrado,Otros,Ciencias Médicas,Odontología,EGRESADOS,87
